The IUPAC name of (CHO)₂ is,,Chemistry,,Organic Chemistry,1,,Dialdehyde methanol,,Formyl methanol,,Ethanedial,,Diforyml,,3
The symbol of pyrosulphate is,,Chemistry,,Inorganic Chemistry,1,,S₂O₃²⁻,,S₂O₇²⁻,,Cr₂SO₇²⁻,,S₂O₈²⁻,,2
Kolbe’s electrolysis of sodium propanoate gives,,Chemistry,,Organic Chemistry,1,,Butane,,Isobutane,,Ethane,,Propane,,1
Phenol is prepared commercially by,,Chemistry,,Organic Chemistry,1,,Rasching process,,Benedicts process,,Groove’s process,,Reimer – Tiemann process,,4
Cotx is defined for all x in,,Mathematics,,Trigonometry,1,,R,,"R – {πn, n ∈ I}",,R – {(2n + 1)π/2 : n ∈ I},,R – 2nπ,,2
"The number of functions from {3, 4, 5} into {a, b} is",,Mathematics,,Set Theory,1,,4,,6,,8,,2,,3
The quadratic equation 8sec²x – 6secx + 1 = 0 has,,Mathematics,,Quadratic Equation,1,,1 root,,2 roots,,no roots,,infinite roots,,4
lim(x→∞) (x + 6)/(x + 1))^x+4 =,,Mathematics,,Limits and Continuity,1,,e³,,1,,2e,,e⁵,,4
∫ (cos(logx)/x) dx =,,Mathematics,,Integration,1,,sin(logx) + c,,–sin(logx) + c,,sin(logx)/x + c,,log(sinx) + c,,1
d/dx (cos⁻¹(sinx)) =,,Mathematics,,Differentiation,1,,x,,–1,,sinx/√(1 – sin²x),,cosx/√(1 – sin²x),,2
Inverse of a diagonal matrix is a,,Mathematics,,Matrices,1,,skew symmetric matrix,,symmetric matrix,,unit matrix,,diagonal matrix,,4
Two vectors a = 2i – 3j and b = –4i + 6j are,,Mathematics,,Vectors,1,,coincident,,parallel,,perpendicular,,neither parallel nor perpendicular,,2
Equation of x–axis is,,Mathematics,,Coordinate Geometry,1,,x/1 = y/1 = z/1,,x/0 = y/1 = z/1,,x/1 = y/0 = z/0,,x/0 = y/0 = z/1,,3
If the area of equilateral triangle ABC is Δ then the area of triangle formed by joining the mid points of its side is equal to,,Mathematics,,Geometry,1,,Δ,,4Δ,,Δ/4,,2Δ,,3
Two dice are rolled once. What is the probability of getting a total of 8?,,Mathematics,,Probability,1,,5/6,,5/36,,1/36,,1/18,,2
The measure of dispersion is,,Mathematics,,Statistics,1,,Mean deviation,,Standard deviation,,Quartile deviation,,All of these,,4
1 + x²/2! + x⁴/4! + …… equal to,,Mathematics,,Series,1,,(e^x – e^–x)/2,,(e^x + e^–x)/2,,(e^x + e^x)/2,,(e^x + e^–e)/2,,2
The points representing complex number z for which,x – 3,#ERROR!,z – 4,lie on the locus given by,,Mathematics,,Complex Numbers,1,,circle,,ellipse,,st. line
lim(x→∞) sinx/x is equal to,,Mathematics,,Limits and Continuity,1,,1,,0,,∞,,–∞,,2
"If y = t¹⁰ + 1, x = t⁸ + 1 then dy/dx",,Mathematics,,Differentiation,1,,5/2 t²,,4/t²,,20 t⁸,,16 t⁶,,4
∫₁² eˣ (1/x - 1/x²) dx,,Mathematics,,Integration,1,,e(2 - 1),,e(e – 1),,0,,e²,,1
"The length of perpendicular from (x₁, y₁) on the line y – y₁ = m(x – x₁)",,Mathematics,,Coordinate Geometry,1,,0,,x₁y₁,,mx₁y₁,,x₁/y₁,,1
The differences of distances of any point on hyperbola x²/16 – y²/25 = 1 from foci,,Mathematics,,Conic Sections,1,,16,,25,,8,,10,,1
The angle made by plane ax + by + cz + d = 0 with x-axis,,Mathematics,,3D Geometry,1,,0,,sin⁻¹(a / √(a² + b² + c²)),,cos⁻¹(a / √(a² + b² + c²)),,π/2,,2
A mono syllable word in isolation is ... stressed.,,English,,Phonetics,1,,always,,never,,rarely,,often,,1
The vowel in 'heat' is the same as the vowel in,,English,,Phonology,1,,name,,bit,,gate,,sit,,2
Which of the following sentences agrees with this structure “subject + verb + noun/pronoun + present participle”?,,English,,Grammar,1,,I like swimming,,She caught him opening you letters,,We found the house deserted,,She is loving mother,,2
Which of the following is acceptable?,,English,,Grammar,1,,The room is felt to move,,The room is felt moving,,The room is felt being moved,,The room is felt to be moving,,4
The medal was ... the soldier.,,English,,Prepositions,1,,bestowed over,,bestowed at,,bestowed on,,bestowed by,,3
The synonym of 'abase' is,,English,,Vocabulary,1,,humiliate,,abate,,abortive,,profound,,1
"He cried to them, “Row back at any risk”.",,English,,Reported Speech,1,,He cried please row back at any risk,,He cried to them to row back at any risk,,He cried to them would you row back at any risk,,He cried to them rowing back at all risks,,2
"The underlined words in ""the man bought some sleeping pills"" is a ...",,English,,Grammar,1,,gerund,,present participle,,past participle,,none of the above,,2
"Which of the following cannot fill the blank? ""You can make a booking ...""",,English,,Grammar,1,,by phone,,on the phone,,in the phone,,over the phone,,3
He ... have remembered his promise.,,English,,Modal Verbs,1,,would,,might,,must,,could,,4
There are ... voiceless consonants in English.,,English,,Phonetics,1,,five,,six,,eight,,nine,,3
Which of the following pairs has the same pronunciation?,,English,,Phonology,1,,there – their,,dare – deer,,bathe – bath,,feat – fit,,2
A bullet loses 1/20 of its velocity after penetrating a plank. The no. of planks required to stop the bullet is,,Physics,,Mechanics,2,,6,,9,,11,,13,,3
A uniform rod of length 'l' and mass 'm' is free to rotate in a vertical plane about its end. The rod is horizontal position initially is released. The initial angular acceleration of rod is,,Physics,,Rotational Motion,2,,mg/2,,3g/2l,,2l/3g,,3g/2l,,2
Water rises in a capillary tube upto a length of 10cm. If tube is inclined at 45° then length of water rises in tube will be,,Physics,,Properties of Matter,2,,10 cm,,10√2 cm,,10/√2,,5 cm,,3
A pendulum clock is designed to keep correct time at 20°C. The time gain or lose in 24 hrs at 40°C is if α of metal is 1.2 × 10⁻⁵/°C is,,Physics,,Thermal Expansion,2,,lose 4.2 sec,,lose 5.2 sec,,lose 10.4 sec,,gain 10.8 sec,,3
A closed pipe is vibrating in its first harmonics and another pipe open at both ends is vibrating in its third harmonic are in resonance with a fork. The ratio of length of pipe is,,Physics,,Sound Waves,2,,1/8,,1/6,,1/4,,1/2,,2
Force acts between two equal and opposite charges which are placed at certain distance apart is F. If 25% of charge of one is transferred to other then force between them will be,,Physics,,Electrostatics,2,,F,,9F/16,,15F,,4F,,2
A 36Ω galvanometer is shunted by resistance of 4Ω. The percentage of total current which passes through the galvanometer is,,Physics,,Current Electricity,2,,8%,,9%,,10%,,91%,,3
A 50V battery is connected across a 10Ω resistor. The current is 4A. The resistance introduced in circuit to reduce the current 2A is,,Physics,,Ohm’s Law & Circuits,2,,12.5Ω,,15.5Ω,,22.5Ω,,27.5Ω,,3
The coil having an inductance of 0.5H carries a current which changes from 0 to 10A in 2 second. The emf in the coil is,,Physics,,Electromagnetism,2,,10V,,5V,,2.5V,,1.25V,,3
"When light of 6000Å is used then central maxima is obtained, if certain angular width. The wavelength used if angular width decreases by 30% is",,Physics,,Wave Optics,2,,3500Å,,4200Å,,4700Å,,6000Å,,3
"The stopping potential for radiation of wavelength λ is 4.8V. If same surface is illuminated by 2λ, then stopping potential is 1.6V. The threshold wavelength is",,Physics,,Photoelectric Effect,2,,3λ,,4λ,,6λ,,8λ,,3
The intensity of radiation is 32 times the safe permissible level having half life 10 hrs. The time after which a person can work safely in this source is,,Physics,,Radioactivity,2,,20 hrs,,30 hrs,,40 hrs,,50 hrs,,3
The energy difference between the first two levels of hydrogen atom is 10.2eV. The energy difference between first two energy levels is element of atomic no. 10 & mass no. 20 is,,Physics,,Atomic Structure,2,,102 eV,,10.2 eV,,204.0 eV,,20.4 eV,,4
"If 100 gm of CaCO₃ is treated with excess of HCl, then wt. of CO₂ evolved at NTP is",,Chemistry,,Stoichiometry,2,,44 gm,,22 gm,,44 × 2 gm,,11 gm,,2
pH of a saturated solution of Ba(OH)₂ is 12. The value of solubility product (Ksp) of Ba(OH)₂ is,,Chemistry,,Equilibrium,2,,3.3 × 10⁻⁷,,5.0 × 10⁻⁷,,4.0 × 10⁻⁶,,5.0 × 10⁻⁶,,3
SO₂ cannot reduce or is not oxidized by,,Chemistry,,Redox Reactions,2,,K₂Cr₂O₇/H⁺,,K₂Cr₂O₇/H₂O,,Both,,None,,4
"What mass of Cu is deposited from Cu(NO₃)₂, if 2 gm of Ag is deposited from AgNO₃ solution using same current?",,Chemistry,,Electrochemistry,2,,0.635 g,,0.108 g,,0.587 g,,0.536 g,,2
Which gas is responsible for bleaching of green vegetable to colourless,,Chemistry,,Environmental Chemistry,2,,SO₂,,CO₂,,NH₃,,H₂S,,1
Curdy white ppt of AgCl is dissolve in excess of NH₃ to form complex compound is,,Chemistry,,Coordination Chemistry,2,,[Ag(NH₃)₄]Cl,,[Ag(NH₃)₂]Cl,,[Ag(NH₃)₃]Cl,,[Ag(NH₃)₄]Cl,,2
In Williamson's synthesis the product formed is,,Chemistry,,Organic Chemistry,2,,aldehyde,,ester,,ether,,alkyl halide,,3
The compound M in the reaction CH₃–CO–O–C₂H₅ + CH₃MgI → M is,,Chemistry,,Organic Reactions,2,,CH₃COOC₂H₅MgCH₃,,CH₃COCH₃,,CH₃COOMgC₂H₅,,CH₃–C–CH₃,,2
"The mean of 5 numbers is 18. If one number is excluded, their mean becomes 16. Then the excluded number is",,Mathematics,,Statistics,2,,18,,30,,26,,36,,4
"In ∆ABC, the value of r(cot(B/2) + cot(C/2)) =",,Mathematics,,Trigonometry,2,,a,,b,,c,,R,,1
Two cards are drawn successively with replacement from a well shuffled deck of 52 cards. The probability of drawing two aces is,,Mathematics,,Probability,2,,1/13 × 1/13,,1/13 × 1/7,,4/52 × 3/51,,4/13 × 3/51,,4
If the coefficient of 5ᵗʰ and 6ᵗʰ term in the expansion of (1 + x)ⁿ are equal then n =,,Mathematics,,Binomial Theorem,2,,10,,9,,12,,8,,1
The point on the parabola y² = 18x such that the ordinate is three times the abscissa is,,Mathematics,,Conic Sections,2,,"(2, 6)",,"(1, 3)",,"(–3, –9)",,"(4, 12)",,1
If 2x – 3y = 0 is the equation of the common chord of the circles x² + y² + 4x = 0 and x² + y² + 2y = 0 then the value of λ =,,Mathematics,,Coordinate Geometry,2,,λ = –4,,λ = 2,,λ = –2,,λ = 3,,3
"The number of solution of y = (y + 1)/(x – 1), y(1) = 2 is",,Mathematics,,Differential Equations,2,,one,,two,,Infinite,,No solution,,1
If x sin(a + y) = sin y then dy/dx =,,Mathematics,,Differentiation,2,,sin y / sin(a + y),,sin²(a + y) / sin a,,(cos²(a + y)) / sin a,,sin a / cos(a + y),,1
The value of tan(½ cos⁻¹(3/5)) =,,Mathematics,,Trigonometric Identities,2,,1/2,,1/4,,1/3,,3/4,,3
"If a, b, c are mutually perpendicular unit vectors then",a + b + c,is equal to,,Mathematics,,Vectors,2,,3,,2√3,,√3,,1
If the roots of the equation lx² + nx + n = 0 are in ratio p:q then √(p/q) + √(q/p) =,,Mathematics,,Quadratic Equations,2,,√(n/l),,√(l/n),,√(l/n) + √(n/l),,√(l/n) + √(l/n),,3
The distance between the directrix of the rect. Hyperbola is 10 units then the distance between the foci is,,Mathematics,,Conic Sections,2,,10,,5√2,,20,,10√3,,4
If the sum of the slopes of the lines x² + 2xy – 3y² = 0 is twice the product at the slopes then k =,,Mathematics,,Coordinate Geometry,2,,–2,,2,,π/2,,0,,2
∫₀^π/2 ((sinx + cosx)² / √(1 + sin2x)) dx =,,Mathematics,,Integration,2,,0,,1,,1/2,,2,,2
The equation of the plane through the intersection of the planes x + 2y + 3z – 4 = 0 and 4x + 3y + 2z + 1 = 0 and passing through the origin is,,Mathematics,,3D Geometry,2,,3x + 4y + z = 0,,3x – 7y + 9z = 0,,17x + 14y + 11z = 0,,15x + 4y + 7z = 0,,1
What is the author's main concern in the passage?,,English,,Reading Comprehension,2,,Problems of industrialization,,The Bengal tiger,,Endangered species,,Callousness of man,,3
"According to the passage, poachers kill for",,English,,Reading Comprehension,2,,material gain,,personal satisfaction,,both,,none of the above,,3
Which of the following words is closest in meaning to the word ‘alarming’?,,English,,Vocabulary,2,,serious,,dangerous,,distressing,,frightening,,4
Certain species are becoming extinct because of,,English,,Environmental Awareness,2,,industrialization,,poaching,,love of products made from them,,all of the above,,4
A body of 10kg is acting by two forces of magnitude 10N at 60° with each other then acceleration of body will be,,Physics,,Laws of Motion,1,,2√3 m/s²,,√3 m/s²,,3√3 m/s²,,4√3 m/s²,,1
A particle is moving in a circle of radius 'r' with speed 'v'. If radius is doubled then centripetal force to keep the same speed is,,Physics,,Circular Motion,1,,twice the initial one,,half,,one fourth,,remain same,,2
Heat flows from one part of solid to another part then condition is,,Physics,,Heat and Thermodynamics,1,,uniform density,,uniform temperature,,temperature gradient,,density gradient,,3
When a capacitor having charge Q is immersed in oil tank and oil is pumped out then the electric field between plates,,Physics,,Electrostatics,1,,increases,,decreases,,remain same,,becomes zero,,1
Two cells of emf E and internal resistance r are connected in parallel across a resistance 'R' then power delivered to R is maximum when,,Physics,,Current Electricity,1,,R = r,,R = r/2,,R = 2r,,R = 0,,1
In a movie hall the distance between the projector and the screen is increased by 1% then illumination on the screen is,,Physics,,Optics,1,,increased by 1%,,decreased by 1%,,increased by 2%,,decreased by 2%,,4
A source of light is at a distance r then cut off potential is ‘V’. The distance between source & photocell is made double then cut off potential will be,,Physics,,Photoelectric Effect,1,,V/4,,V/2,,V,,2V,,1
Point on the surface of earth where earthquake reach is,,Physics,,Earthquake Waves,1,,Hypocentre,,Epicentre,,Focus,,Orthocentre,,2
The speed of rotation of earth about its axis increases then the weight of body at equator will,,Physics,,Gravitation,1,,increases,,decreases,,remain unchanged,,may increase or decrease,,2
A capillary tube is immersed in water in a state of weightlessness water will,,Physics,,Fluid Mechanics,1,,Not rise in tube,,Rise to maximum available height,,Rise to normal height,,Rise to lesser than normal height,,1
Two waves of intensities I and 4I produce interference. The intensity at maxima and minima will be,,Physics,,Wave Optics,1,,5:3,,1:2,,1:9,,9:1,,4
question_text,question_image_url,course_name,chapter,Topic,marks,difficulty,option_1,option_1_image_url,option_2,option_2_image_url,option_3,option_3_image_url,option_4,option_4_image_url,answer_option_number
"12. Two copper spheres of same size, one hollow and the other solid, are charged to same potential. The more is solid",,Chemistry,Electrostatics,Conductors,1,Medium,charge in hollow,,potential,,electric field,,surface charge density,,3
13. Material having predicted electric flux units have,,Chemistry,Electrostatics,Properties,1,Medium,high resistance and low melting point,,high resistance and high melting point,,low resistance and low melting point,,low resistance and high melting point,,4
14. The number of Balmer series in H atom from n=6 to n=2 is,,Chemistry,Atomic Structure,Hydrogen Spectrum,1,Easy,4,,3,,2,,1,,1
15. H₂O₂ when treated with benzene using catalyst forms,,Chemistry,Organic,Oxidation,1,Medium,Acetaldehyde,,Oxalic acid,,Glycol,,Formic acid,,3
16. The hyperfine radiation emitted in H-spectrum when transition takes place between 1st and 2nd state is:,,Chemistry,Atomic Structure,Hydrogen Spectrum,1,Hard,6.22 x 10⁻²⁴ J,,4.8 x 10⁻²⁴ J,,2.2 x 10⁻²⁴ J,,1.2 x 10⁻²⁴ J,,1
17. Which of the following does not have ionic covalent and coordinate bonds?,,Chemistry,Bonding,Molecular Bonds,1,Medium,K₂CO₃,,NH₄Cl,,NaHSO₄,,KClO₄,,4
"18. In case of d-block elements, differentiating electron enters into",,Chemistry,Periodic Table,d-block,1,Easy,penultimate shell,,anti-penultimate shell,,last shell,,pre-penultimate shell,,1
19. Which of the following is decomposed by hydrolysis?,,Chemistry,Inorganic,Group Chemistry,1,Medium,AlN,,Al₄C₃,,SiC,,All,,4
20. Water containing one of the chemical present in hard water:,,Chemistry,Water,Hardness,1,Easy,NaHCO₃,,Ca(HCO₃)₂,,FeCO₃,,All,,4
21. Which of these alloy does not contain silver?,,Chemistry,Inorganic,Alloys,1,Medium,Solder,,Brass,,German Silver,,Britannia,,2
22. Oxidising agent utilized in Open Hearth Process,,Chemistry,Metallurgy,Redox Process,1,Medium,Fe₂O₃,,CO₂,,CO,,O₂,,1
23. CO₂ reaction is not exhibited by,,Chemistry,Organic,Functional Groups,1,Hard,Alcohol,,Amine,,Ketone,,Ester,,4
"24. On passing ethene through Baeyer's reagent, the product delivered is",,Chemistry,Organic,Alkenes,1,Medium,Glycol,,Oxalic acid,,Ethanol,,Aldehyde,,1
25. Acetaldehyde when treated with Tollen’s reagent gives,,Chemistry,Organic,Aldehydes,1,Easy,Silver mirror,,Yellow ppt.,,White ppt.,,No reaction,,1
26. Which of the following is not functional group?,,Chemistry,Organic,Functional Groups,1,Easy,-COOH,,-NH₂,,-NO₂,,-CH₃,,4
27. Which is the true representative of the homologous series?,,Chemistry,Organic,Homologous Series,1,Medium,First member,,Second member,,Third member,,All members,,1
28. The IUPAC name of the given compound is,file-9YM2xJx5qsgkWywkgFTch1,Chemistry,Organic,Nomenclature,1,Medium,2-chlorotexane,,5-chloro-2-methyl pentane,,2-chloro-2-methyl hexane,,2-chloro-2-methyl hexane,,4
